"filename", "language", "GDResource", "GDScript", "GDScene", "gdshader", "Python", "XML", "comment", "blank", "total"
"c:\Users\sharm\OneDrive\Desktop\soul-realm--trail-of-rebirth\scripts\drawing_related\spell_drawing_controller.gd", "GDScript", 0, 147, 0, 0, 0, 0, 27, 35, 209
"c:\Users\sharm\OneDrive\Desktop\soul-realm--trail-of-rebirth\scripts\enemies\apprentice_mage.gd", "GDScript", 0, 33, 0, 0, 0, 0, 5, 10, 48
"c:\Users\sharm\OneDrive\Desktop\soul-realm--trail-of-rebirth\scripts\enemies\counter_mage.gd", "GDScript", 0, 50, 0, 0, 0, 0, 4, 13, 67
"c:\Users\sharm\OneDrive\Desktop\soul-realm--trail-of-rebirth\scripts\enemies\enemy_draw_visualizer.gd", "GDScript", 0, 79, 0, 0, 0, 0, 0, 16, 95
"c:\Users\sharm\OneDrive\Desktop\soul-realm--trail-of-rebirth\scripts\enemies\mage_base.gd", "GDScript", 0, 72, 0, 0, 0, 0, 12, 24, 108
"c:\Users\sharm\OneDrive\Desktop\soul-realm--trail-of-rebirth\scripts\health_component.gd", "GDScript", 0, 16, 0, 0, 0, 0, 1, 7, 24
"c:\Users\sharm\OneDrive\Desktop\soul-realm--trail-of-rebirth\scripts\player\player.gd", "GDScript", 0, 142, 0, 0, 0, 0, 33, 46, 221
"c:\Users\sharm\OneDrive\Desktop\soul-realm--trail-of-rebirth\scripts\player\player_stat_res.gd", "GDScript", 0, 3, 0, 0, 0, 0, 0, 2, 5
"c:\Users\sharm\OneDrive\Desktop\soul-realm--trail-of-rebirth\scripts\player\player_state_machine\dash_state.gd", "GDScript", 0, 9, 0, 0, 0, 0, 0, 5, 14
"c:\Users\sharm\OneDrive\Desktop\soul-realm--trail-of-rebirth\scripts\player\player_state_machine\idle_state.gd", "GDScript", 0, 13, 0, 0, 0, 0, 0, 4, 17
"c:\Users\sharm\OneDrive\Desktop\soul-realm--trail-of-rebirth\scripts\player\player_state_machine\move_state.gd", "GDScript", 0, 11, 0, 0, 0, 0, 0, 5, 16
"c:\Users\sharm\OneDrive\Desktop\soul-realm--trail-of-rebirth\scripts\player\player_state_machine\spell_state.gd", "GDScript", 0, 17, 0, 0, 0, 0, 2, 5, 24
"c:\Users\sharm\OneDrive\Desktop\soul-realm--trail-of-rebirth\scripts\player\player_state_machine\state.gd", "GDScript", 0, 14, 0, 0, 0, 0, 0, 8, 22
"c:\Users\sharm\OneDrive\Desktop\soul-realm--trail-of-rebirth\scripts\player\player_state_machine\state_machine.gd", "GDScript", 0, 27, 0, 0, 0, 0, 3, 11, 41
"c:\Users\sharm\OneDrive\Desktop\soul-realm--trail-of-rebirth\scripts\spells\Spell_Resources\earth_spikes.gd", "GDScript", 0, 19, 0, 0, 0, 0, 0, 9, 28
"c:\Users\sharm\OneDrive\Desktop\soul-realm--trail-of-rebirth\scripts\spells\Spell_Resources\earth_spikes.tres", "GDResource", 9, 0, 0, 0, 0, 0, 0, 3, 12
"c:\Users\sharm\OneDrive\Desktop\soul-realm--trail-of-rebirth\scripts\spells\Spell_Resources\fire_ball.gd", "GDScript", 0, 74, 0, 0, 0, 0, 40, 43, 157
"c:\Users\sharm\OneDrive\Desktop\soul-realm--trail-of-rebirth\scripts\spells\Spell_Resources\fire_ball.tres", "GDResource", 8, 0, 0, 0, 0, 0, 0, 3, 11
"c:\Users\sharm\OneDrive\Desktop\soul-realm--trail-of-rebirth\scripts\spells\Spell_Resources\instant_dash.tres", "GDResource", 6, 0, 0, 0, 0, 0, 0, 3, 9
"c:\Users\sharm\OneDrive\Desktop\soul-realm--trail-of-rebirth\scripts\spells\Spell_Resources\spell_controller.gd", "GDScript", 0, 19, 0, 0, 0, 0, 1, 7, 27
"c:\Users\sharm\OneDrive\Desktop\soul-realm--trail-of-rebirth\scripts\spells\Spell_Resources\spell_data.gd", "GDScript", 0, 6, 0, 0, 0, 0, 0, 3, 9
"c:\Users\sharm\OneDrive\Desktop\soul-realm--trail-of-rebirth\scripts\spells\Spell_Resources\spell_driver.gd", "GDScript", 0, 41, 0, 0, 0, 0, 2, 8, 51
"c:\Users\sharm\OneDrive\Desktop\soul-realm--trail-of-rebirth\scripts\spells\Spell_Resources\spells_manager.gd", "GDScript", 0, 10, 0, 0, 0, 0, 0, 4, 14
"c:\Users\sharm\OneDrive\Desktop\soul-realm--trail-of-rebirth\scripts\spells\Spell_Resources\throw_ball.gd", "GDScript", 0, 8, 0, 0, 0, 0, 0, 5, 13
"c:\Users\sharm\OneDrive\Desktop\soul-realm--trail-of-rebirth\scripts\spells\aim_assist_component.gd", "GDScript", 0, 37, 0, 0, 0, 0, 5, 12, 54
"c:\Users\sharm\OneDrive\Desktop\soul-realm--trail-of-rebirth\scripts\spells\elements\base_spell.gd", "GDScript", 0, 14, 0, 0, 0, 0, 1, 5, 20
"c:\Users\sharm\OneDrive\Desktop\soul-realm--trail-of-rebirth\scripts\spells\elements\earth\stone_throw_data.tres", "GDResource", 7, 0, 0, 0, 0, 0, 0, 3, 10
"c:\Users\sharm\OneDrive\Desktop\soul-realm--trail-of-rebirth\scripts\spells\elements\fire\flames_data.tres", "GDResource", 7, 0, 0, 0, 0, 0, 0, 3, 10
"c:\Users\sharm\OneDrive\Desktop\soul-realm--trail-of-rebirth\scripts\spells\elements\ice\frost_attack_data.tres", "GDResource", 7, 0, 0, 0, 0, 0, 0, 3, 10
"c:\Users\sharm\OneDrive\Desktop\soul-realm--trail-of-rebirth\scripts\spells\elements\ice\ice_spikes.gd", "GDScript", 0, 85, 0, 0, 0, 0, 8, 31, 124
"c:\Users\sharm\OneDrive\Desktop\soul-realm--trail-of-rebirth\scripts\spells\elements\ice\ice_spikes_data.tres", "GDResource", 9, 0, 0, 0, 0, 0, 0, 3, 12
"c:\Users\sharm\OneDrive\Desktop\soul-realm--trail-of-rebirth\scripts\spells\elements\shield\front_shield_data.tres", "GDResource", 7, 0, 0, 0, 0, 0, 0, 3, 10
"c:\Users\sharm\OneDrive\Desktop\soul-realm--trail-of-rebirth\scripts\spells\elements\shield\full_shield_data.tres", "GDResource", 7, 0, 0, 0, 0, 0, 0, 3, 10
"c:\Users\sharm\OneDrive\Desktop\soul-realm--trail-of-rebirth\scripts\spells\elements\shield\invisibility_cloak_data.tres", "GDResource", 7, 0, 0, 0, 0, 0, 0, 3, 10
"c:\Users\sharm\OneDrive\Desktop\soul-realm--trail-of-rebirth\scripts\spells\elements\wind\push_back_data.tres", "GDResource", 7, 0, 0, 0, 0, 0, 0, 3, 10
"c:\Users\sharm\OneDrive\Desktop\soul-realm--trail-of-rebirth\scripts\spells\elements\wind\tornado_data.tres", "GDResource", 7, 0, 0, 0, 0, 0, 0, 3, 10
"c:\Users\sharm\OneDrive\Desktop\soul-realm--trail-of-rebirth\shaders\shader_tornado.tres", "GDResource", 75, 0, 0, 0, 0, 0, 0, 14, 89
"c:\Users\sharm\OneDrive\Desktop\soul-realm--trail-of-rebirth\texture\Tornado Effect - Tutorial\T_FirePanningCyl45.png.import", "GDResource", 36, 0, 0, 0, 0, 0, 0, 6, 42
"c:\Users\sharm\OneDrive\Desktop\soul-realm--trail-of-rebirth\texture\Tornado Effect - Tutorial\T_Noise1_nk.png.import", "GDResource", 36, 0, 0, 0, 0, 0, 0, 6, 42
"c:\Users\sharm\OneDrive\Desktop\soul-realm--trail-of-rebirth\texture\Tornado Effect - Tutorial\T_Noise_HU85k.png.import", "GDResource", 36, 0, 0, 0, 0, 0, 0, 6, 42
"c:\Users\sharm\OneDrive\Desktop\soul-realm--trail-of-rebirth\texture\Tornado Effect - Tutorial\T_VFX_WindNoise1.png.import", "GDResource", 36, 0, 0, 0, 0, 0, 0, 6, 42
"c:\Users\sharm\OneDrive\Desktop\soul-realm--trail-of-rebirth\texture\godot\godot_blue.png.import", "GDResource", 36, 0, 0, 0, 0, 0, 0, 6, 42
"c:\Users\sharm\OneDrive\Desktop\soul-realm--trail-of-rebirth\texture\godot\godot_green.png.import", "GDResource", 36, 0, 0, 0, 0, 0, 0, 6, 42
"c:\Users\sharm\OneDrive\Desktop\soul-realm--trail-of-rebirth\texture\godot\godot_grey.png.import", "GDResource", 36, 0, 0, 0, 0, 0, 0, 6, 42
"c:\Users\sharm\OneDrive\Desktop\soul-realm--trail-of-rebirth\texture\godot\godot_orange.png.import", "GDResource", 36, 0, 0, 0, 0, 0, 0, 6, 42
"c:\Users\sharm\OneDrive\Desktop\soul-realm--trail-of-rebirth\texture\godot\godot_red.png.import", "GDResource", 36, 0, 0, 0, 0, 0, 0, 6, 42
"Total", "-", 6899, 1295, 1676, 11, 24, 1, 175, 1497, 11578
